TITLE = "Problem 2"
VARIABLES = "x", "y", "U"
ZONE I= 101, J= 101, F=POINT
0.00000000000000000e+00 0.00000000000000000e+00 -1.27771878485971464e-17
1.00000000000000002e-02 0.00000000000000000e+00 9.99999999849685852e-05
2.00000000000000004e-02 0.00000000000000000e+00 3.99999999970027630e-04
2.99999999999999989e-02 0.00000000000000000e+00 8.99999999955690367e-04
4.00000000000000008e-02 0.00000000000000000e+00 1.59999999994139765e-03
5.00000000000000028e-02 0.00000000000000000e+00 2.49999999992866432e-03
5.99999999999999978e-02 0.00000000000000000e+00 3.59999999991574221e-03
7.00000000000000067e-02 0.00000000000000000e+00 4.89999999990291951e-03
8.00000000000000017e-02 0.00000000000000000e+00 6.39999999989133549e-03
8.99999999999999967e-02 0.00000000000000000e+00 8.09999999988010588e-03
1.00000000000000006e-01 0.00000000000000000e+00 9.99999999986941543e-03
1.10000000000000001e-01 0.00000000000000000e+00 1.20999999998593795e-02
1.19999999999999996e-01 0.00000000000000000e+00 1.43999999998488861e-02
1.30000000000000004e-01 0.00000000000000000e+00 1.68999999998381834e-02
1.40000000000000013e-01 0.00000000000000000e+00 1.95999999998277517e-02
1.49999999999999994e-01 0.00000000000000000e+00 2.24999999998165418e-02
1.60000000000000003e-01 0.00000000000000000e+00 2.55999999998070514e-02
1.70000000000000012e-01 0.00000000000000000e+00 2.88999999997976431e-02
1.79999999999999993e-01 0.00000000000000000e+00 3.23999999997887783e-02
1.90000000000000002e-01 0.00000000000000000e+00 3.60999999997802107e-02
2.00000000000000011e-01 0.00000000000000000e+00 3.99999999997711422e-02
2.09999999999999992e-01 0.00000000000000000e+00 4.40999999997621142e-02
2.20000000000000001e-01 0.00000000000000000e+00 4.83999999997536956e-02
2.30000000000000010e-01 0.00000000000000000e+00 5.28999999997463860e-02
2.39999999999999991e-01 0.00000000000000000e+00 5.75999999997390544e-02
2.50000000000000000e-01 0.00000000000000000e+00 6.24999999997321240e-02
2.60000000000000009e-01 0.00000000000000000e+00 6.75999999997256851e-02
2.70000000000000018e-01 0.00000000000000000e+00 7.28999999997187592e-02
2.80000000000000027e-01 0.00000000000000000e+00 7.83999999997107844e-02
2.89999999999999980e-01 0.00000000000000000e+00 8.40999999997022046e-02
2.99999999999999989e-01 0.00000000000000000e+00 8.99999999996927008e-02
3.09999999999999998e-01 0.00000000000000000e+00 9.60999999996819954e-02
3.20000000000000007e-01 0.00000000000000000e+00 1.02399999999669977e-01
3.30000000000000016e-01 0.00000000000000000e+00 1.08899999999658520e-01
